reply,class,source
"“@RT_com: BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/81qNSfTB92  #sydneysiege http://t.co/NTJEqhdOqT",comment,"BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/iuaLgRi7jj  #sydneysiege http://t.co/hXZ8EffN3f"
"“@RT_com: BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/TMbofOCakl  #sydneysiege http://t.co/muHGMhDRBQ”",support,"BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/iuaLgRi7jj  #sydneysiege http://t.co/hXZ8EffN3f"
"“@RT_com: BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/0ZZt95DEWN  #sydneysiege http://t.co/04idUGkoRb”",support,"BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/iuaLgRi7jj  #sydneysiege http://t.co/hXZ8EffN3f"
@RT_com @MatthiasMeisner Das nenne ich mal handfesten Sensationsjournalismus. Auch von RT. Could you please not annoy me with needless info?,query,"BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/iuaLgRi7jj  #sydneysiege http://t.co/hXZ8EffN3f"
@tomsteinfort @9NewsAUS could this be a response test by terrorist group about our emergency and anti terrorist services,comment,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
@tomsteinfort @9NewsSyd Report responsibly! #iammuslimterroristsarenot,comment,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
"@tomsteinfort @TheTodayShow Why isn't he putting that call through to the police? Should be focused on helping, not media coverage.",comment,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
"A bit like Hadley then? 

“@tomsteinfort: Ray Hadley spoke with hostage &amp; could hear the gunman barking orders demanding to go live on air”",support,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
@tomsteinfort @9NewsAUS There must be a way to enter that building?,query,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
@tomsteinfort @9NewsMelb is Ray prepared to go in wearing a wire?,comment,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
@tomsteinfort @Channel9 Do we know the person has a gun?,query,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
"@tomsteinfort @Channel9 Ray Hadley, the worst muslim baiter in the country?  You listen to that nitwit.",deny,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
@tomsteinfort @TheTodayShow  shoot him where his willy is since islam cherish it sooo much.,comment,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
".@tomsteinfort Fuck, if I was being held hostage, literally the last person on earth I would want to hear from is that cunt",comment,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
@tomsteinfort speculation is NOT Journalism,deny,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
@tomsteinfort @9NewsMelb prefer to listen to Hadley than the terrorist deniers at their ABC,comment,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
@tomsteinfort who believes Ray Hadley?,deny,"Ray Hadley says he spoke with hostage, and could hear the gunman in the background barking orders and demanding to go live on air"
@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 11,comment,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 44,comment,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/Pyc28GQyaN  #sydneyseige,support,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni is that man holding hostages alone? or they are many?,query,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 00,support,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 22,comment,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni asians. Its imp. He does not want the asians,comment,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni For Only $9 You Can Buy 3K Followers http://t.co/XQiCCTJWOe,comment,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
“@cnni: BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/lD8higYZyc #sydneyseige”,query,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 99,comment,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni http://t.co/vMmHkWcwRY,deny,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
“@cnni: BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/KKaarOiaNk #sydneyseige”,deny,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 66,support,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 55,comment,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@haurry_stvlles @cnni news,comment,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 33,comment,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 88,support,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
@cnni @CNN @BreakingNewsKE O Lord @Gurmeetramrahim Save All Hostages in Sydney &amp; Turn Militants 2 Righteous Ways @MSGTheFilm #MSGTheFilm 77,support,BREAKING: Three hostages appear to have escaped the Sydney cafe where a siege remains ongoing. http://t.co/akfqcnbofX #sydneyseige
"@CBCAlerts pray 🙏, usually it's help allot before everyone will go straight to haven.Flag is comon bulshit about Muhammad etc.",comment,#pmharper tweets 'Canada's thoughts and prayers are with our Australian friends.' 13-40 hostages held in cafe in #Sydney. #SydneySiege
"@CBCAlerts 
13 to 40 hostages?!? 😱
#SydneySiege",comment,#pmharper tweets 'Canada's thoughts and prayers are with our Australian friends.' 13-40 hostages held in cafe in #Sydney. #SydneySiege
@CBCAlerts  because they gives us idea to create jobs: starting from now everybody well be scaned before get in any coffee shop in CA :-),comment,#pmharper tweets 'Canada's thoughts and prayers are with our Australian friends.' 13-40 hostages held in cafe in #Sydney. #SydneySiege
@BBCBreaking,comment,"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY"
@BBCBreaking apparently they snuck out when he went for a piss,comment,"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY"
@BBCBreaking https://t.co/vCK5FBN0YT,comment,"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY"
"Blessings! @BBCBreaking Check out latest Radio Show ANYTIME! @
http://t.co/PD76SEdEMc or http://t.co/wX6uZOJVx4 RT TY  #DISCLOSURE #NESARA",comment,"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY"
"“@BBCBreaking: Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/tE294Ao66X”",support,"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY"
@BBCBreaking  A gunshot heard?,query,"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY"
"“@BBCBreaking: Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/lFYquzL8BU” thank god",comment,"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY"
"“@BBCBreaking: Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/e4PzxnOj3F”",comment,"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY"
"“@BBCBreaking: Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/LKqXC1pBxI” 🙏🙏",comment,"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY"
@BBCBreaking ... hostages in a cafe? For 2 days?..... Australian crime is hilarious,comment,"Several more hostages flee from cafe under siege in Sydney, local media say http://t.co/YjuafDPNEY"
@RT_com A breakdown of what we know and what we don’t: People Hostage at Café in #Sydney http://t.co/E35dDvbTgT,comment,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey
".@RT_com Yeah it's the same Johnny F'cknuts who was going to kidnap and kill 2 police in Birmingham, UK last Tuesday.",deny,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey
@burnrecording @RT_com I hate terrorism and I am worried about the people of our western civilisation.,comment,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey
@RundfunkEuropa @RT_com western countries have killed more innocent children than hitler assmunch. But you prob don't consider that terror??,query,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey
@RT_com this is exactly why Feinstein can shove that #CIAReport up her ass,comment,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey
"@RT_com Evacuate the city, asap! We do not know if he acts on his own yet he threatens he has devices all over Sydney.",comment,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey
@RT_com @ROUNDTHEBEND_ get on that one,comment,DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey
